,NAME,RA,DEC,LAMBDA,Z_SPEC
46,RMJ221840.3-034647.7,334.6680863814606,-3.779925881401176,85.43207,-1.0
47,RMJ224158.1+173303.7,340.492031496632,17.55103632270048,126.30015,-1.0
48,RMJ124922.1+494742.1,192.34208293620435,49.79503970710243,129.30537,0.28635317
49,RMJ142556.7+374859.2,216.4861180873681,37.81645558713522,103.34141,0.17001231
50,RMJ120112.2+230557.3,180.30082787194647,23.09925038899426,131.34955,-1.0
51,RMJ232214.8+283115.4,350.56149160184816,28.52093384874184,163.93417,-1.0
52,RMJ233739.7+001616.9,354.41553731080404,0.2713672034462007,126.33066,0.2771953
53,RMJ123053.3+344154.4,187.7222296373959,34.698442278187905,22.017141,-1.0
54,RMJ211849.1+003337.2,319.70445737476336,0.5603428343103302,120.28969,0.2764867
55,RMJ005600.3+262032.3,14.001076223842915,26.34229673287753,112.92153,-1.0
56,RMJ155742.4+353029.8,239.42665335143414,35.50827977147044,81.23695,0.15890735
57,RMJ112358.8+212849.7,170.99501800005066,21.480468465308213,113.59275,-1.0
58,RMJ101734.3+593339.8,154.39302393136964,59.561061039218615,123.76782,-1.0
59,RMJ130650.0+463333.4,196.70831678088706,46.55927281084781,122.379616,-1.0
60,RMJ150019.5+212209.9,225.08132425492164,21.36941389251641,91.823906,-1.0
61,RMJ094201.1+085819.9,145.5046343603243,8.972202722269262,104.760124,0.20615403
62,RMJ115914.9+494748.4,179.81188821537523,49.7967863621318,133.62253,0.35011733
63,RMJ123030.5+343801.4,187.6272735716658,34.63372467922722,133.33269,0.32691628
64,RMJ233427.2+065146.0,353.61341183826477,6.862783311139915,137.60408,0.295352
65,RMJ215608.6+012327.4,329.03578653999386,1.39094264498456,115.48437,-1.0
66,RMJ132701.0+021219.5,201.75420950276046,2.2054218806332626,115.16402,0.26011485
67,RMJ152407.4+295320.3,231.03093336204387,29.888959182098873,96.76652,0.11349613
68,RMJ013716.8+075256.1,24.320160126077667,7.882243008341106,100.19888,0.2576128
69,RMJ170245.5+340340.1,255.68977356092518,34.06114958028094,85.5236,0.09321232
70,RMJ232104.1+291134.5,350.26727449336545,29.19291496880307,238.77507,-1.0
71,RMJ115353.2+425213.2,178.4715914708339,42.87034577021864,117.05563,0.33426642
72,RMJ112954.6+202510.4,172.47733653413025,20.419542855322767,91.09167,0.13720247
73,RMJ002037.2+283934.2,5.154801996411493,28.65948685260943,80.718285,-1.0
74,RMJ091617.6-002405.7,139.07315528677307,-0.4015762682731477,110.938385,0.31796968
75,RMJ075100.8+173753.8,117.75313829352672,17.631601791615033,112.26557,0.18289486
76,RMJ105417.5+143904.2,163.57309680027458,14.651168356742815,125.01873,0.2994365
77,RMJ132703.5+534952.2,201.7647299426317,53.83117773154537,34.83132,-1.0
78,RMJ114852.3+513308.0,177.21795786200832,51.55222322857257,76.30959,0.13256076
79,RMJ222602.2+172247.1,336.5092849539111,17.379739277262658,74.280685,-1.0
80,RMJ223423.6+055017.8,338.5984446038348,5.838285328229,95.3478,-1.0
81,RMJ132724.2+534656.5,201.85063858272576,53.78234929625666,120.82361,0.41126522
82,RMJ105823.7+564742.0,164.5986581467896,56.79500423032896,90.14586,0.13508822
83,RMJ001941.3+251807.3,4.922222186136878,25.30203726079638,147.33676,-1.0
84,RMJ123043.3+103443.0,187.68032451260882,10.578599776044475,97.773346,0.1636327
85,RMJ220052.6+205809.3,330.2190235630608,20.969254034035313,91.25947,-1.0
86,RMJ003353.1-075210.4,8.471426198257149,-7.869543305681293,128.19176,-1.0
87,RMJ023141.2-045257.4,37.92154943024108,-4.8826222440050415,90.19162,0.18521729
88,RMJ215021.3-084718.3,327.5889258928229,-8.788427356281481,150.64708,0.39517346
89,RMJ151617.9+000520.6,229.07470893240907,0.08905299063235456,77.88086,0.12067063
90,RMJ000311.6-060530.1,0.7982613503413916,-6.091694414143024,109.550186,-1.0
91,RMJ152745.8+065233.6,231.94095862197884,6.876006759440544,131.86821,0.3872452
92,RMJ021952.2+012952.2,34.96731211051281,1.4978336251720632,127.03239,0.365013
93,RMJ082944.9+382754.4,127.43721549226257,38.465112560073926,145.68922,0.39185145
94,RMJ015949.3-084958.9,29.95555555246912,-8.833034764060354,167.77843,0.4052182
95,RMJ162031.1+295327.7,245.12970494045328,29.89102900975972,77.30117,0.09601658
96,RMJ143528.5+550752.3,218.86865035008825,55.13118154568779,86.1338,0.13985214
97,RMJ144431.8+311336.0,221.13247476311693,31.226671188030405,114.7979,-1.0
98,RMJ001938.7+033557.3,4.911069186700388,3.599256912667336,108.60438,0.26907504
99,RMJ091105.6+610747.4,137.77332658452573,61.12982540020802,111.50282,-1.0
100,RMJ224527.7+280900.8,341.36561017205986,28.150217479206127,131.80719,-1.0
101,RMJ151514.1+042310.4,228.8087976940228,4.386217797780727,75.729904,0.094680585
102,RMJ155953.9+220822.7,239.97459324946618,22.139645502545577,152.05054,-1.0
103,RMJ090644.9+101902.4,136.6871742577847,10.317327363252254,72.49585,0.13744175
104,RMJ234437.7+030503.6,356.1571905640894,3.0843211733922846,139.17534,0.34974605
105,RMJ075613.3+301356.4,119.05552323533595,30.232331627634416,147.03166,0.44108585
106,RMJ161610.2+065504.4,244.04236714834877,6.917901644385108,120.56428,0.34066302
107,RMJ231912.2-022704.4,349.80081010272477,-2.4512182171440147,70.10082,0.10932119
108,RMJ234117.0-090111.8,355.3209240736287,-9.019937198069817,104.470276,0.2511831
109,RMJ122651.1+214952.3,186.71297107030222,21.831201234692568,178.50267,0.4379413
110,RMJ153641.2-020125.2,234.1717837489919,-2.0236755390906205,81.95393,0.14353341
111,RMJ213518.8+012527.0,323.8282403352161,1.4241695378190495,108.51285,0.23058428
112,RMJ004118.5+252609.1,10.32710489474789,25.43585063121003,80.443695,-1.0
113,RMJ151653.9-010506.3,229.22437769591642,-1.0850948589661618,53.53392,0.11759891
114,RMJ122902.5+473720.6,187.26057191239275,47.62237914373845,111.62486,-1.0
115,RMJ093515.3+004746.0,143.81357826104534,0.7961192442362642,118.64215,0.35826087
116,RMJ225633.5+052552.0,344.13975116162993,5.4311206619249175,22.673105,-1.0
117,RMJ143026.4+243711.3,217.60998832428777,24.619803823594072,78.32325,0.13557237
118,RMJ092229.1+545947.3,140.62124137239124,54.996458978834454,84.82187,0.18362965
119,RMJ094257.5+465849.8,145.7394109232552,46.98049972924036,131.15123,-1.0
120,RMJ221639.7+261142.1,334.1654355149437,26.195027689740673,127.8409,-1.0
121,RMJ140358.9+154409.6,210.9952639833258,15.735987214638598,81.72511,0.18019523
122,RMJ000343.8+100123.8,0.9324948495495278,10.023269846272969,131.42581,0.3743051
123,RMJ133649.4+102624.1,204.20577641853038,10.440019004466865,82.68617,0.1551845
124,RMJ092121.1+031713.2,140.3379643256792,3.287009044317011,120.27443,0.3512842
125,RMJ231122.4+051657.8,347.84338236482716,5.282714716932483,153.82011,-1.0
126,RMJ142140.1+371728.7,215.41700165605596,37.29129936065824,82.51837,0.15834938
127,RMJ002635.7+170943.1,6.648616031470681,17.16196944261077,137.11592,-1.0
128,RMJ222826.8+203852.4,337.1114998738553,20.647893874626618,121.12871,0.40751082
129,RMJ003818.1+092747.5,9.575498003419852,9.463182441093377,103.58549,-1.0
130,RMJ004949.8+242702.0,12.457629827111305,24.450548597781477,70.5127,-1.0
131,RMJ122241.3+020558.9,185.67209349312708,2.0997009148511507,95.18,0.22866239
132,RMJ114224.8+583205.6,175.60324812019965,58.534877228397455,105.88899,-1.0
133,RMJ233500.9+053557.0,353.75370245612703,5.599174142884136,86.957565,-1.0
134,RMJ221848.0-025824.9,334.69992552802967,-2.9735696294185434,66.43963,-1.0
135,RMJ101113.0-020235.5,152.80422265706412,-2.0432048010435935,89.12377,-1.0
136,RMJ000920.7+064923.1,2.336086639112864,6.823088301213931,105.538124,-1.0
137,RMJ012243.6+130059.4,20.68159167234097,13.016497434228624,91.13743,-1.0
138,RMJ091958.6+303148.9,139.99398977655108,30.5302610773038,26.0292,-1.0
139,RMJ123917.2+184601.9,189.8218694006651,18.76719144318734,108.5281,0.3225581
140,RMJ153303.5-004616.5,233.26477778413937,-0.7712502474892479,79.5284,0.151777
141,RMJ163349.5+243253.0,248.45633642499385,24.548048982620102,88.65087,-1.0
142,RMJ121731.2+364111.3,184.37982555505369,36.686458428047004,125.8425,0.36553648
143,RMJ001145.3+322456.4,2.938606311879255,32.415656715105726,79.63518,-1.0
144,RMJ132722.9+033745.1,201.84549713948246,3.629195635850618,96.20208,0.22466692
145,RMJ085754.0+031035.2,134.4751076896024,3.176436508203182,90.90861,-1.0
146,RMJ093049.7+285108.0,142.7069494638422,28.852226107210573,105.81271,-1.0
147,RMJ003706.8+090924.1,9.27850558294756,9.156703629803651,101.70913,0.24940915
148,RMJ145213.1+375251.9,223.05448193839214,37.881090670959146,101.9227,-1.0
149,RMJ021953.5+024707.1,34.97286236437526,2.785293187416784,110.831604,-1.0
150,RMJ082319.3+155745.8,125.83033267095192,15.96272470961174,82.07597,0.15255272
151,RMJ115049.1+621948.4,177.70470308658378,62.33010963949642,113.10459,0.34522048
152,RMJ113804.2+275838.3,174.51760157453668,27.97729818308859,116.567474,0.44741425
153,RMJ111514.8+531954.6,168.8118656245974,53.33182359555929,184.81822,0.4664212
154,RMJ084617.5+050803.8,131.5727437563899,5.134378654131286,94.98168,0.2365112
155,RMJ121756.8+204016.9,184.48662777963824,20.671367522784987,89.71872,0.20075789
156,RMJ115235.4+371543.1,178.1474322996246,37.261975629234314,84.85238,0.16440418
157,RMJ010032.8+044900.5,15.136647164563158,4.81679274260843,115.25555,0.341505
158,RMJ082728.4+223245.7,126.86845647940345,22.546027187186684,119.20658,-1.0
159,RMJ123424.1+094715.5,188.60036066307475,9.787638325896507,92.968025,0.23207693
160,RMJ024808.3-021637.2,42.03475857547659,-2.276993284084155,97.19366,0.23370005
161,RMJ002224.7+231733.0,5.602896632471584,23.292492579949798,81.130165,-1.0
162,RMJ124751.4-024950.0,191.96434225038348,-2.830559350637688,73.3959,0.18177392
163,RMJ003321.6+102725.7,8.339866462991097,10.457140859821097,142.47041,0.4367538
164,RMJ140746.5+140011.9,211.94373261424636,14.003305890560632,67.1261,-1.0
165,RMJ170233.1+333059.9,255.638089411169,33.51664588943462,72.43483,0.08637558
166,RMJ005138.6+271959.9,12.910865472980277,27.333303182378362,140.19743,-1.0
167,RMJ225706.2+053349.5,344.2756409572459,5.563752660712536,69.82623,-1.0
168,RMJ100835.7+171443.8,152.14878614834615,17.245503750170737,61.252937,-1.0
169,RMJ113811.0+275534.6,174.5459893141711,27.92628757548525,41.2079,-1.0
170,RMJ015242.0+010025.5,28.174847327626125,1.0070892973837489,93.85281,0.22967817
171,RMJ172446.8+320234.9,261.194947638601,32.04302165573092,85.935486,-1.0
172,RMJ130400.9+673023.9,196.00366462936557,67.5066435660826,90.05433,0.2212388
173,RMJ225946.5+310223.9,344.94378670174945,31.03996403197944,75.485825,-1.0
174,RMJ004155.0+212237.4,10.479346042076088,21.377058662332992,60.62748,-1.0
175,RMJ103144.3+350229.0,157.9347142931593,35.04139531010802,68.331245,-1.0
176,RMJ145058.7+311742.0,222.74462613880266,31.29499444192225,75.28751,0.16570234
177,RMJ222842.7+083924.4,337.17778435319144,8.656782036448227,181.12653,-1.0
178,RMJ114935.7+222354.6,177.39869494668847,22.398498878431152,231.0408,-1.0
179,RMJ000158.5+120358.0,0.4936709341932328,12.066117621618424,83.47943,-1.0
180,RMJ122714.9+085815.1,186.81223952352872,8.970866311440941,66.56167,0.087766536
181,RMJ224712.3-020537.8,341.80120846766516,-2.0938306020866615,119.20658,-1.0
182,RMJ221345.3+063210.5,333.43888782954605,6.536256820769286,125.4001,-1.0
183,RMJ080056.8+360323.5,120.23674100335975,36.05653695842332,107.93316,0.2872603
184,RMJ082605.8+401731.1,126.52400684841086,40.291977921564815,137.72612,0.40219858
185,RMJ215413.1-035953.2,328.5546363531468,-3.9981114003410227,78.15545,-1.0
186,RMJ232040.8+115603.9,350.17010932381305,11.934428808776895,112.60118,-1.0
187,RMJ131258.0+461530.3,198.24174083477845,46.25840807963717,80.626755,0.17969729
188,RMJ145447.1+542233.1,223.69616068862564,54.37587473555687,61.878387,-1.0
189,RMJ122854.3+192554.5,187.22628824599585,19.431798036508212,77.45372,0.1605155
190,RMJ132511.2+573601.6,201.2965725026304,57.60043938842628,68.865166,-1.0
191,RMJ221059.3-065323.9,332.74715526152113,-6.889981263699414,128.48161,-1.0
192,RMJ083539.7+365225.5,128.91552313766326,36.873761455891426,98.780174,0.29157805
193,RMJ025630.8+000603.3,44.12853993655613,0.10090363829178342,94.46301,0.37105927
194,RMJ114806.9-023420.3,177.02885081291004,-2.572318594703576,101.7854,-1.0
195,RMJ102108.8+144603.6,155.2866704709054,14.767664392406067,83.05229,0.24245864
196,RMJ134347.5+094652.4,205.9480100979297,9.781220228794455,73.54845,0.21168223
197,RMJ092836.6+374723.2,142.15268950958531,37.789787653044044,84.92866,0.24501655
198,RMJ123658.6+631114.1,189.24419316133017,63.18724541366517,102.56341,-1.0
199,RMJ072646.8+423150.5,111.69480309714741,42.530683627099954,65.69213,0.18237486
200,RMJ212107.6+051944.0,320.28171461870113,5.328886382928081,74.32645,0.14540547
201,RMJ001051.4+290940.2,2.7141365760830922,29.16115396854516,105.09573,-1.0
202,RMJ094024.6+022839.5,145.1024352261395,2.4776433377429177,62.732666,0.15298745
203,RMJ102228.4+500620.2,155.61843106722844,50.10561774744085,79.17753,-1.0
204,RMJ122147.0+074823.5,185.44574337995238,7.806530990245651,67.00406,0.13709411
205,RMJ085138.9+333106.2,132.91195808627853,33.518376242941706,109.96207,-1.0
206,RMJ141638.9+304408.7,214.16189060763367,30.735762407251492,76.30959,0.18547714
207,RMJ111250.1+132830.4,168.20883290365225,13.475102786229609,78.33851,0.168042
208,RMJ130550.8+305417.4,196.46153959364077,30.904829933571165,74.26543,-1.0
209,RMJ221715.8+090310.1,334.315983702489,9.052793669803416,98.490326,0.28823164
210,RMJ012713.6+002206.2,21.806780682788315,0.3683824789556343,107.64331,0.3379918
211,RMJ012542.3-063442.3,21.426365942207184,-6.57842375184543,159.34242,-1.0
212,RMJ092200.5+515521.0,140.5021024446225,51.922499840329436,91.854416,0.20396967
213,RMJ080747.3+394635.6,121.94717559188803,39.77655630784068,125.72046,0.36969367
214,RMJ133029.5+490847.9,202.62275243964473,49.14663461908694,117.89465,0.3314328
215,RMJ113252.2+395036.0,173.2174449797248,39.84333417776916,94.96643,-1.0
216,RMJ132600.5+122243.6,201.50228458054488,12.378766184237936,79.19279,0.20125966
217,RMJ080543.3+454058.9,121.43025066992627,45.68303647177927,62.915726,0.13688244
218,RMJ143821.9+034013.2,219.59111370967875,3.670346392730128,80.489456,0.22467905
219,RMJ234335.7+001951.3,355.89862430637163,0.3309302019272366,78.58259,0.26943725
220,RMJ134502.1-024838.0,206.25859097496294,-2.810568311392039,197.57138,0.52037805
221,RMJ081545.8+100410.7,123.94099276150507,10.069641727964429,95.43933,0.2772374
222,RMJ011717.7+154516.9,19.323842848876495,15.75470618314931,93.181595,0.34496918
223,RMJ224715.8-030147.0,341.8157147386808,-3.0297221844497155,80.016556,0.18249871
224,RMJ221145.9-034944.5,332.94131100281584,-3.8290286994715883,159.4187,-1.0
225,RMJ112318.4+193441.3,170.82672655152695,19.57815075602037,65.95147,0.10427348
226,RMJ081659.3+490141.1,124.24715600041453,49.02808634920014,105.416084,0.35895228
227,RMJ085023.9+001536.4,132.59971858822274,0.2601200744886376,68.40752,0.19607635
228,RMJ113025.0+054411.5,172.60423455872683,5.736522184291929,104.744865,-1.0
229,RMJ092804.5+203145.1,142.01888052439696,20.52919699032965,93.044304,0.19202483
230,RMJ230214.1+064930.9,345.5588386997249,6.82523736197427,94.1274,-1.0
231,RMJ092346.3+084058.8,140.94279660515411,8.683010182132776,64.89887,0.13090296
232,RMJ081018.2+181518.1,122.57587657064808,18.25502857865156,122.242325,0.42180753
233,RMJ163800.9+375259.9,249.50361271456444,37.883301884969995,60.16983,-1.0
234,RMJ165214.6+444923.9,253.06079442222804,44.823307410069006,84.54728,0.1755083
235,RMJ111456.8+592649.3,168.73673658814369,59.44702947234783,93.16634,0.35886356
236,RMJ012847.1-074200.6,22.1963310045994,-7.700178633455136,113.8826,-1.0
237,RMJ082959.5+561944.5,127.49773905910564,56.32903732272889,98.841194,0.27079877
238,RMJ153618.6+373837.7,234.07730570680098,37.64380939900804,70.69576,-1.0
239,RMJ100406.9+204910.4,151.02891642163655,20.819556577936183,93.273125,0.31243062
240,RMJ084231.1+474918.6,130.6294969503746,47.821838282390594,104.973694,0.38171563
241,RMJ001556.0+334143.4,3.983213661520665,33.69539567056108,84.42524,-1.0
242,RMJ095946.8+222409.7,149.94517078015093,22.402691947063076,82.76245,0.24470346
243,RMJ103250.4+135242.5,158.21007714820755,13.878480583916737,91.732376,0.3152054
244,RMJ023054.9+024719.6,37.72873933373029,2.7887739529826487,91.732376,-1.0
245,RMJ085940.1+611938.0,134.91727692850088,61.32722082961345,78.03341,0.2537103
246,RMJ235538.8+014555.0,358.91160430600587,1.765266357406053,83.3879,0.22588354
247,RMJ122214.9+402759.3,185.56188505956334,40.46646219873503,101.90744,0.31321198
248,RMJ072729.3+422756.1,111.87200446930875,42.46558751444449,23.496874,-1.0
249,RMJ142921.1+230630.0,217.3379937664347,23.108329121597087,58.53755,0.13480453
250,RMJ113314.7+662246.3,173.31136009806505,66.3795321673511,57.805313,-1.0
251,RMJ135950.6+623105.5,209.9606906977015,62.51819295275089,96.43091,0.32711148
252,RMJ151738.7+152123.6,229.41115782253542,15.35655517554192,86.499916,0.34496224
253,RMJ111408.4+042038.7,168.5348187405175,4.344080838741388,80.809814,-1.0
254,RMJ215427.3+003834.1,328.61354965938415,0.6427939531341382,84.88289,0.22119986
255,RMJ135403.0+145440.5,208.51237616612246,14.911248889272471,61.649567,0.12676696
256,RMJ100655.7+315934.9,151.73208633208824,31.993018466669945,114.88943,-1.0
257,RMJ010101.5-095717.1,15.256445462994833,-9.954742782288525,63.449654,0.15044478
258,RMJ085612.7+375615.7,134.05288532852518,37.937681028394884,113.95887,0.41114163
259,RMJ152138.4+320712.5,230.41005622961038,32.12012744792136,57.912094,0.11341745
260,RMJ082602.7+041939.5,126.51106594250001,4.327631268967237,179.25017,-1.0
261,RMJ101622.9+333817.4,154.09523863116232,33.63816522233918,65.40229,0.12716809
262,RMJ140117.8+250150.2,210.32399919166284,25.030605717763045,122.150795,-1.0
263,RMJ115715.2+333638.5,179.31323546362367,33.610706938161215,86.01176,0.22043326
264,RMJ005105.2+261716.7,12.771797942357352,26.28797321810424,82.03021,-1.0
265,RMJ113534.6+210253.2,173.89408967485704,21.048100502454925,65.92096,0.16419415
266,RMJ151253.9+141814.2,228.22475557524956,14.303951093524773,67.17187,0.18031828
267,RMJ233326.1+092526.2,353.35868094425774,9.42395264350569,62.351295,-1.0
268,RMJ151721.9-004256.3,229.34113123442404,-0.7156469301967044,58.125664,-1.0
269,RMJ112815.4+254922.6,172.0640233069248,25.82293531702648,106.36189,0.33992344
270,RMJ113251.2+142740.2,173.2132096615988,14.461175249157469,57.637505,0.081146546
271,RMJ143740.3+301200.3,219.41789823267607,30.200079209686482,97.60554,0.33983114
272,RMJ145308.4+215339.3,223.28480803386498,21.8942388693858,68.758385,-1.0
273,RMJ074323.1+173341.9,115.84626239221778,17.561638524621625,54.41871,-1.0
274,RMJ121106.6+284743.2,182.77737163411422,28.795322389121328,105.40083,0.39730233
275,RMJ143321.8+292701.3,218.3409807782051,29.45037440805153,80.764046,0.22082463
276,RMJ110455.5+472515.6,166.23145049284113,47.42101288520093,73.13656,0.21877946
277,RMJ114739.1+252909.9,176.912978931759,25.486073929854776,51.947403,-1.0
278,RMJ132030.7+332614.6,200.1279105719961,33.43737609675003,60.76478,-1.0
279,RMJ140240.4+174522.8,210.66822871550488,17.75632211513427,62.686905,0.19133049
280,RMJ015334.3-011808.7,28.393047497330315,-1.3024067519898552,93.730774,0.24446231
281,RMJ130315.5+315018.5,195.81454919438488,31.83846045163863,61.008858,-1.0
282,RMJ165443.3+400246.5,253.6803073025745,40.046244550159145,62.808945,-1.0
283,RMJ081751.8+302109.2,124.46590519836832,30.352550087324556,119.96933,0.4094326
284,RMJ124150.3+194655.9,190.45976022697252,19.782202782584875,91.976456,0.28660524
285,RMJ142724.6+554500.0,216.85232797914136,55.75000116601782,58.81214,-1.0
286,RMJ163509.2+152951.5,248.78848636394582,15.497636327531435,143.08061,0.47448984
287,RMJ102339.9+490838.4,155.91631593074774,49.144003354475814,68.621086,0.14215635
288,RMJ144032.0-013727.1,220.13341330676081,-1.62418757631147,88.83393,0.32227212
289,RMJ224721.9+263750.6,341.8414367274467,26.630716082849542,127.99345,-1.0
290,RMJ115518.0+232417.8,178.82501455604046,23.404945038423424,82.25903,-1.0
291,RMJ112951.5+025616.7,172.46469947626252,2.9379726523747722,84.97442,0.22713777
292,RMJ112135.9+480252.8,170.39944289194878,48.048008138842484,62.885216,0.111696124
293,RMJ092207.6+034558.8,140.53187200525457,3.76632940215769,96.72075,0.27013728
294,RMJ004229.4+252252.5,10.622297885917021,25.38124211943937,49.826958,-1.0
295,RMJ004511.7+084111.0,11.298848605027956,8.686376099296877,96.58346,0.29164845
296,RMJ234024.6+103349.7,355.10248133684047,10.563807309756605,77.01132,-1.0
297,RMJ112659.2+234420.3,171.74673846399438,23.738971858798187,92.11375,0.30025145
298,RMJ142334.3+162840.1,215.89285895602228,16.477798457779667,73.41115,0.23599586
299,RMJ094724.2+380845.9,146.85085849298787,38.14607394439294,137.69562,0.45155537
300,RMJ091821.4+611029.6,139.5892214503993,61.174897211194086,83.11331,0.2794803
301,RMJ002307.2-000348.6,5.780111977150966,-0.06350509606867402,49.170998,0.16111502
302,RMJ002510.9+080756.5,6.295421498484075,8.132370513818138,68.13293,0.18613274
303,RMJ110608.5+333339.7,166.5353534172606,33.56102371348592,167.24449,0.48811108
304,RMJ103120.5+140534.3,157.83527714064255,14.092870207011291,89.59668,0.31879646
305,RMJ103034.8+141541.8,157.64494027133966,14.261607250427227,85.874466,0.3173786
306,RMJ222704.6-053031.9,336.76896503523085,-5.508851739836786,111.89945,-1.0
307,RMJ094110.2+123413.8,145.29230354735324,12.57049580867383,71.41275,0.18003608
308,RMJ162659.0+552829.8,246.74583215076092,55.47495393067781,63.464905,-1.0
309,RMJ115319.3+075557.0,178.3302441184142,7.932494639319433,119.16082,0.42970052
310,RMJ145955.5+230737.6,224.9813032880457,23.127106815038424,69.64317,0.18120526
311,RMJ011227.8+033302.0,18.115872518708898,3.550548687052951,121.83044,0.4006502
312,RMJ094655.3+151126.5,146.73028244800727,15.190685794046916,76.29434,0.2406286
313,RMJ082150.6+011149.5,125.46103525365235,1.1970884111164568,61.35972,-1.0
314,RMJ084605.8+365654.4,131.5241507691578,36.94843215294033,83.18959,0.28636032
315,RMJ111309.6+235658.9,168.29014098510163,23.949687117077964,85.59988,-1.0
316,RMJ082930.6+370143.1,127.37754522498582,37.02864194895725,78.4758,0.32396904
317,RMJ162332.8+272149.2,245.8866421058844,27.363663093723968,132.63097,0.4286144
318,RMJ114551.8-022010.5,176.46580071321122,-2.3362479351930587,53.48815,0.121508844
319,RMJ084527.8+032738.9,131.3656953047443,3.460806387587742,90.16111,0.32891917
320,RMJ120435.1+035723.1,181.14640472185442,3.9564206131855975,68.56007,0.16266395
321,RMJ102320.8+594839.7,155.83671234890056,59.81103219390252,75.272255,0.19886383
322,RMJ082026.8+073650.1,125.11184818605564,7.6139228844242695,79.60467,-1.0
323,RMJ113825.4+270221.2,174.60567644837727,27.039225989817176,84.9134,0.30827835
324,RMJ112946.4+234927.5,172.44349200401763,23.824296817859974,66.77524,-1.0
