,Name,RAdeg,DEdeg,z,MSZ,MCXC,RedMAPPer
998,PSZ2 G223.16-68.81,36.8096035,-28.8377414,0.2138,4.139653,J0227.2-2851,                    
999,PSZ2 G223.47+26.85,131.3705785,3.4753992,0.3269,5.271713,            ,RMJ084527.8+032738.9
1000,PSZ2 G223.93-60.10,46.7528789,-28.6843703,0.2537,6.960428,J0307.0-2840,                    
1001,PSZ2 G224.00+69.33,171.0046075,21.4893867,0.1904,5.274279,J1123.9+2129,RMJ112358.8+212849.7
1002,PSZ2 G224.01-11.14,97.7525275,-14.8352107,0.62,8.453644,            ,                    
1003,PSZ2 G224.03-76.42,28.1127428,-28.9132409,0.413,5.92987,J0152.5-2853,                    
1005,PSZ2 G224.38-24.95,84.5847098,-20.645428,0.0915,2.536561,J0538.2-2037,                    
1006,PSZ2 G224.40-76.54,27.9679784,-28.9898024,0.413,5.815093,            ,                    
1007,PSZ2 G224.53-30.27,79.2671697,-22.6129026,0.200138,3.715102,            ,                    
1008,PSZ2 G224.82+13.62,120.4237256,-4.0646928,0.294,5.475418,            ,                    
1011,PSZ2 G225.48+29.41,134.4753003,3.1744233,0.203,4.598209,            ,RMJ085754.0+031035.2
1012,PSZ2 G225.56-27.27,82.6506602,-22.4593513,0.1706,3.544921,J0530.6-2226,                    
1014,PSZ2 G225.84+41.84,145.5402977,8.9730699,0.206,4.043,J0942.0+0857,RMJ094201.1+085819.9
1015,PSZ2 G225.93-19.99,90.0650947,-20.1243398,0.46,10.730866,            ,                    
1018,PSZ2 G226.16-21.95,88.2137128,-21.0650219,0.0989,3.873214,J0552.8-2103,                    
1019,PSZ2 G226.18+76.79,178.8322869,23.4095856,0.1427,5.947109,J1155.3+2324,RMJ115518.0+232417.8
1020,PSZ2 G226.75+48.95,152.215835,11.7897314,0.2245,4.849551,J1008.7+1147,                    
1021,PSZ2 G227.21+54.79,157.662842,14.2432623,0.326478,4.867527,            ,RMJ103034.8+141541.8
1024,PSZ2 G227.59+22.98,129.8603419,-1.6789274,0.28085,4.768429,            ,                    
1025,PSZ2 G227.61+54.87,157.8479519,14.0765639,0.3188,5.275887,            ,RMJ103120.5+140534.3
1027,PSZ2 G227.63-52.28,55.9169705,-29.9277014,0.2109,3.653878,            ,                    
1028,PSZ2 G227.89+36.58,141.7153836,5.0097365,0.4616,6.387644,            ,RMJ092647.3+050004.0
1029,PSZ2 G228.16+75.20,177.4032172,22.4063378,0.545,10.417826,J1149.5+2224,RMJ114935.7+222354.6
1030,PSZ2 G228.29+55.08,158.2243156,13.8248864,0.3152,4.51174,            ,RMJ103250.4+135242.5
1031,PSZ2 G228.30-49.02,59.7057547,-29.9347065,0.425,7.204823,J0358.9-2955,                    
1033,PSZ2 G228.38+38.58,143.641878,5.683581,0.543811,6.150394,            ,RMJ093439.0+054144.8
1034,PSZ2 G228.50+34.95,140.5605656,3.7528931,0.2701,5.781798,            ,RMJ092207.6+034558.8
1035,PSZ2 G228.62+68.44,170.8007776,19.6118191,0.1042,2.910177,J1123.2+1935,RMJ112318.4+193441.3
1036,PSZ2 G229.23-17.23,94.0896715,-21.9415702,0.171,5.250618,J0616.3-2156,                    
1037,PSZ2 G229.37+49.70,153.7249807,10.6510792,0.203292,3.911502,            ,RMJ101449.5+103923.2
1039,PSZ2 G229.74+77.96,180.3262067,23.0958122,0.269,7.485827,J1201.3+2306,RMJ120112.2+230557.3
1040,PSZ2 G229.93+15.30,124.3635295,-7.5065372,0.0704,5.12379,J0817.4-0730,                    
1041,PSZ2 G230.28-24.42,87.1609192,-25.4832134,0.042,1.530876,J0548.6-2527,                    
1043,PSZ2 G230.29-47.13,62.0960748,-30.9911443,0.06,1.84398,J0408.2-3053,                    
1044,PSZ2 G230.48+71.51,174.0534422,20.3245207,0.321184,5.415278,            ,RMJ113608.5+201913.0
1045,PSZ2 G230.73+27.70,135.3726356,-1.6582023,0.29435,4.961756,            ,                    
1046,PSZ2 G230.76+65.41,168.3208293,17.5358348,0.1706,3.27333,J1113.3+1735,RMJ111320.5+173541.0
1047,PSZ2 G231.05-17.32,94.7227679,-23.5827102,0.403,5.299086,            ,                    
1049,PSZ2 G231.56+60.03,163.5756141,14.6560796,0.2994,6.64286,            ,RMJ105417.5+143904.2
1050,PSZ2 G231.70-07.80,104.3562673,-20.2215493,0.2,5.442829,            ,                    
1052,PSZ2 G231.79+31.48,139.0579957,-0.4118023,0.332405,4.867756,            ,RMJ091617.6-002405.7
1055,PSZ2 G232.84+38.13,145.1110025,2.4719306,0.1508,3.43227,            ,RMJ094024.6+022839.5
1056,PSZ2 G233.05+23.67,133.0872555,-5.5834397,0.192,3.714478,J0852.2-0532,                    
1058,PSZ2 G233.25-30.01,82.0800312,-29.7175603,0.1582,3.353268,J0528.2-2942,                    
1059,PSZ2 G233.41-17.13,95.8681361,-25.5951889,0.35,5.307721,            ,                    
1062,PSZ2 G233.68+36.14,143.81963,0.818445,0.356823,5.47738,            ,RMJ093515.3+004746.0
1063,PSZ2 G234.06-30.74,81.4920558,-30.5875081,0.1994,4.306957,            ,                    
1065,PSZ2 G234.52+82.85,185.5694035,24.3128643,0.524093,5.413835,            ,RMJ122221.6+241909.3
1066,PSZ2 G234.59+73.01,176.0758365,19.8830938,0.0214,1.667081,J1144.6+1945,                    
1067,PSZ2 G235.56+23.29,134.0452027,-7.711791,0.374,6.772831,            ,                    
1068,PSZ2 G235.74-67.98,37.3375348,-33.5107402,0.0792,2.014506,J0229.3-3332,                    
1071,PSZ2 G236.92-26.65,86.9007303,-31.8729707,0.1483,4.889059,J0547.6-3152,                    
1074,PSZ2 G238.34+05.94,120.5649876,-19.429103,0.14,4.90665,J0802.1-1926,                    
1075,PSZ2 G238.69+63.26,168.235992,13.4853366,0.169,4.474355,J1112.9+1326,RMJ111250.1+132830.4
1076,PSZ2 G239.27-26.01,88.3485322,-33.7019505,0.43,8.772141,            ,                    
1077,PSZ2 G239.29+24.75,137.2340348,-9.6724937,0.0542,6.853962,J0909.1-0939,                    
1078,PSZ2 G239.43+47.95,155.9240152,4.1662611,0.285,6.52514,J1023.6+0411,RMJ102340.7+041115.1
1079,PSZ2 G239.66+06.80,122.0747076,-20.0952027,0.3,6.269273,            ,                    
1080,PSZ2 G239.93-39.97,71.6885369,-37.0584176,0.58,7.089078,            ,                    
1081,PSZ2 G239.97+03.74,119.458703,-21.9635351,0.049,2.212115,J0757.9-2157,                    
1083,PSZ2 G240.30-50.34,58.6405071,-37.7511199,0.251,5.159399,J0354.5-3745,                    
1084,PSZ2 G240.39+07.91,123.4851888,-20.1045079,0.3315,5.606316,            ,                    
1085,PSZ2 G240.61-60.40,46.0192341,-36.9193845,0.2192,4.263439,J0304.1-3656,                    
1087,PSZ2 G240.80-46.51,63.4947456,-38.1125039,0.0501,1.518585,J0413.9-3805,                    
1088,PSZ2 G241.11-28.68,85.7378135,-35.9842577,0.42,7.361269,            ,                    
1090,PSZ2 G241.76-30.88,83.2316748,-37.0396325,0.2708,7.004796,J0532.9-3701,                    
1091,PSZ2 G241.79-24.01,91.4695514,-35.3091113,0.1392,5.588379,J0605.8-3518,                    
1092,PSZ2 G241.79+50.30,158.7337764,4.3823692,0.1524,3.000643,            ,RMJ103448.6+042419.8
1095,PSZ2 G241.98+14.87,130.500493,-17.5030242,0.1687,6.592571,J0841.9-1729,                    
1096,PSZ2 G242.09+10.41,126.6939549,-20.1223235,0.0876,2.572248,J0826.7-2007,                    
1097,PSZ2 G242.41-37.40,75.2035256,-38.6749473,0.0536,1.754438,J0500.7-3840,                    
1100,PSZ2 G243.02+42.87,153.5054259,-0.9589484,0.0445,1.706586,J1013.6-0054,RMJ101425.7-005218.7
1101,PSZ2 G243.15-73.84,29.762924,-34.2351146,0.41,8.086372,            ,                    
1102,PSZ2 G243.34-50.92,57.7594467,-39.6381893,0.237,4.112363,            ,                    
1103,PSZ2 G243.64+67.74,173.212148,14.4721784,0.0834,3.918597,J1132.8+1428,RMJ113251.2+142740.2
1104,PSZ2 G244.11-53.59,54.2495345,-39.8298994,0.103,2.76832,J0337.0-3949,                    
1106,PSZ2 G244.37-32.15,82.2011869,-39.4774936,0.2839,7.406209,J0528.9-3927,                    
1107,PSZ2 G244.68+08.63,126.6637941,-23.2356419,0.251,4.442538,            ,                    
1108,PSZ2 G244.71+32.50,146.3822289,-8.6410602,0.1535,5.229554,J0945.4-0839,                    
1109,PSZ2 G244.74-28.59,86.7943446,-39.0645151,0.319,4.952251,J0547.0-3904,                    
1110,PSZ2 G244.77+59.80,167.2226319,9.0878156,0.46592,5.84124,            ,RMJ110855.4+090601.6
1111,PSZ2 G245.47-53.62,54.0608801,-40.6237363,0.1729,4.420207,J0336.3-4037,                    
1113,PSZ2 G245.70-33.75,80.3841126,-40.8341279,0.0756,1.942717,J0521.4-4049,                    
1114,PSZ2 G246.36-30.27,85.0374891,-40.7934305,0.0358,1.126739,J0540.1-4050,                    
1115,PSZ2 G246.41+13.14,131.7067294,-21.9838416,0.436,5.711579,            ,                    
1117,PSZ2 G246.49-35.31,78.4405143,-41.6912566,0.081,1.453552,            ,                    
1118,PSZ2 G246.50-26.09,90.4256338,-39.9850631,0.0468,2.383844,J0601.7-3959,                    
1122,PSZ2 G247.19-23.31,94.1341152,-39.8328471,0.152,4.078645,J0616.5-3948,                    
1123,PSZ2 G247.56-56.06,50.5840356,-41.3496999,0.0643,1.80165,J0322.3-4121,                    
1124,PSZ2 G247.69-25.06,92.0963498,-40.7577031,0.3437,4.321514,            ,                    
1125,PSZ2 G247.97+33.52,148.9871899,-10.0295887,0.1634,3.219992,J0956.4-1004,                    
1126,PSZ2 G247.99-26.37,90.4973941,-41.3513423,0.23,3.434011,            ,                    
1130,PSZ2 G249.38+33.26,149.6017812,-11.0690075,0.1669,5.406621,J0958.3-1103,                    
1132,PSZ2 G249.80-68.11,35.2524049,-38.4780929,0.228,3.754492,J0220.9-3829,                    
1133,PSZ2 G249.80+04.56,126.1723534,-29.7419324,0.42,6.516751,            ,                    
1134,PSZ2 G249.87-21.65,97.1954428,-41.7118981,0.1759,3.842515,J0628.8-4143,                    
1135,PSZ2 G249.91-39.86,72.4470923,-44.6898244,0.1501,3.607781,J0449.9-4440,                    
1136,PSZ2 G250.04+24.14,143.0649336,-17.6714307,0.4,6.647714,            ,                    
1137,PSZ2 G250.17+73.53,179.2461197,16.53443,0.275148,3.351863,            ,                    
1138,PSZ2 G250.29-17.29,102.8332478,-40.6309322,0.27,4.520432,            ,                    
1139,PSZ2 G250.43-41.42,70.2458107,-45.0703155,0.15,2.639722,            ,                    
1142,PSZ2 G250.59-25.03,93.0395528,-43.2913488,0.55,5.092966,            ,                    
1143,PSZ2 G250.68+40.76,155.7863834,-6.6054532,0.2544,4.088041,            ,                    
1145,PSZ2 G250.89-36.24,77.598099,-45.3291605,0.2,5.737083,J0510.2-4519,                    
1146,PSZ2 G251.13-78.15,24.0770387,-34.0030411,0.304,4.167236,            ,                    
1149,PSZ2 G252.23-50.62,57.0664572,-45.2452082,0.3582,4.557039,            ,                    
1152,PSZ2 G252.95-41.35,70.23231,-46.9580369,0.35,4.320621,            ,                    
1154,PSZ2 G252.99-56.09,49.4507284,-44.2650243,0.0752,2.927327,J0317.9-4414,                    
1155,PSZ2 G253.04+36.83,154.3266157,-10.6938757,0.0586,2.303061,J1017.3-1040,                    
1156,PSZ2 G253.13+57.49,168.5548847,4.3508768,0.2293,4.837296,            ,RMJ111408.4+042038.7
1157,PSZ2 G253.21+34.25,152.6027858,-12.6439984,0.3062,4.942294,J1010.5-1239,                    
1160,PSZ2 G253.48-33.72,81.4625852,-47.2623057,0.1913,4.669704,J0525.8-4715,                    
1162,PSZ2 G254.08-58.45,46.0815612,-44.0305092,0.45841,6.222445,            ,                    
1164,PSZ2 G254.46-14.44,108.4358264,-43.2469661,0.55,7.33313,            ,                    
1165,PSZ2 G254.51-27.32,90.9944358,-47.2303422,0.2744,4.884377,            ,                    
1168,PSZ2 G254.64-45.20,64.3914474,-47.7988181,0.58105,4.810139,            ,                    
1169,PSZ2 G254.66-34.45,80.4915766,-48.2847583,0.296,3.721907,            ,                    
1170,PSZ2 G254.73-30.52,86.3555206,-47.957651,0.1254,2.277109,J0545.5-4756,                    
1171,PSZ2 G254.90+33.92,153.4140239,-13.8473636,0.1517,3.183589,J1013.5-1350,                    
1172,PSZ2 G254.92+82.31,186.7141325,21.857499,0.437266,5.146897,            ,RMJ122651.1+214952.3
1173,PSZ2 G254.96+55.88,168.2172527,2.4837495,0.078,2.320351,J1113.3+0231,RMJ111247.5+023010.8
1174,PSZ2 G255.07+54.84,167.5759614,1.65955,0.08874,2.15657,            ,                    
1175,PSZ2 G255.32-56.27,48.6140424,-45.4307509,0.0718,1.741252,J0314.3-4525,                    
1176,PSZ2 G255.51+49.96,164.5697088,-2.1905538,0.340297,4.98633,            ,RMJ105820.4-021039.8
1177,PSZ2 G255.52-35.66,78.7065591,-49.045797,0.0912,2.136073,J0514.6-4903,                    
1178,PSZ2 G255.60-46.18,62.7892169,-48.303018,0.423513,6.324114,            ,                    
1179,PSZ2 G255.64-25.30,94.2368002,-47.7906869,0.1164,2.884005,J0616.8-4748,                    
1180,PSZ2 G256.24+34.83,154.8868573,-13.9283931,0.152752,4.091564,            ,                    
1181,PSZ2 G256.38+44.04,161.1365747,-7.0599523,0.1342,3.184168,J1044.5-0704,                    
1183,PSZ2 G256.53-65.70,36.4623777,-41.9213823,0.2195,6.08201,J0225.9-4154,                    
1184,PSZ2 G256.67+42.05,159.992532,-8.7127266,0.065,1.802152,J1039.7-0841,                    
1185,PSZ2 G257.09+55.61,168.9492976,1.4961155,0.3499,6.863782,J1115.8+0129,                    
1186,PSZ2 G257.32-22.19,99.3256471,-48.4839993,0.2026,5.30653,J0637.3-4828,                    
1187,PSZ2 G257.51+57.54,170.3627369,2.8421513,0.0468,1.516245,J1121.7+0249,                    
1188,PSZ2 G257.72+17.85,143.4454126,-27.2004863,0.297,5.35989,            ,                    
1189,PSZ2 G258.33-38.54,74.1536435,-51.2433277,0.561539,5.223244,            ,                    
1190,PSZ2 G259.22-19.10,104.6236977,-49.2119298,0.157,3.079501,            ,                    
1191,PSZ2 G259.30+84.41,188.6753467,23.0248742,0.328669,4.891413,            ,RMJ123446.1+230101.0
1192,PSZ2 G259.58-51.07,54.5570553,-49.5849621,0.53,4.874622,            ,                    
1193,PSZ2 G259.98-18.44,105.9714861,-49.6654884,0.313,4.972069,            ,                    
1194,PSZ2 G259.98-63.43,38.0781714,-44.361218,0.2836,7.541107,J0232.2-4420,                    
1195,PSZ2 G260.52-54.50,49.3629199,-48.8313997,0.164197,2.971452,            ,                    
1196,PSZ2 G260.63-28.94,89.8929138,-52.8248782,0.6009,5.959494,            ,                    
1197,PSZ2 G260.76-31.27,86.0724556,-53.1805357,0.25,3.102154,            ,                    
1199,PSZ2 G260.85-62.19,39.2720437,-45.3555425,0.19,3.756779,            ,                    
1200,PSZ2 G261.09-66.14,34.5972961,-43.2499304,0.56,5.098695,            ,                    
1202,PSZ2 G261.28-36.47,77.3435208,-53.6957964,0.46072,4.177817,            ,                    
1204,PSZ2 G261.88+62.85,175.3356325,5.7093318,0.0974,2.410853,            ,RMJ114111.8+054405.0
1205,PSZ2 G262.01-32.98,83.2732109,-54.3245369,0.23,3.02432,            ,                    
1206,PSZ2 G262.23+34.48,158.5914521,-17.3441739,0.21,3.761109,            ,                    
1207,PSZ2 G262.27-35.38,79.1469675,-54.5343325,0.2952,8.75969,J0516.6-5430,                    
1208,PSZ2 G262.36-25.15,96.5800417,-53.689022,0.0514,2.818299,J0626.3-5341,                    
1209,PSZ2 G262.73-40.92,69.59539,-54.3208358,0.421,7.46137,            ,                    
1210,PSZ2 G262.83+25.77,153.2577009,-24.5036128,0.180124,3.731257,            ,                    
1211,PSZ2 G262.95+45.74,165.8966829,-8.5864599,0.154,3.3219,            ,                    
1212,PSZ2 G263.03-56.19,46.0852441,-49.3556999,0.392,4.703534,            ,                    
1213,PSZ2 G263.14-23.41,99.7245194,-53.9814015,0.2266,6.825979,J0638.7-5358,                    
1214,PSZ2 G263.19-25.19,96.7859932,-54.4300082,0.0506,3.212099,J0627.2-5428,                    
1215,PSZ2 G263.24-33.18,82.9536751,-55.3589251,0.3,4.01387,            ,                    
1217,PSZ2 G263.68-22.55,101.3693599,-54.2294031,0.1644,7.964058,J0645.4-5413,                    
1219,PSZ2 G264.40+19.49,150.0210649,-30.2734892,0.24,5.754921,            ,                    
1221,PSZ2 G264.60-51.07,52.6621524,-52.50244,0.44,6.929423,J0330.0-5235,                    
1223,PSZ2 G264.92+44.70,166.4557311,-10.2347955,0.466,6.084023,            ,                    
1224,PSZ2 G265.02-48.96,55.6955594,-53.6108864,0.059,4.22461,J0342.8-5338,                    
1225,PSZ2 G265.10-59.50,40.9115979,-48.5600725,0.5001,6.140066,            ,                    
1226,PSZ2 G265.21-24.83,98.0711681,-56.1474245,0.054,1.836738,J0631.3-5610,                    
1228,PSZ2 G265.49-30.50,87.9124543,-57.172152,0.423,4.118898,            ,                    
1230,PSZ2 G265.86-19.93,106.7537438,-55.3942089,0.296,4.641226,            ,                    
1231,PSZ2 G266.04-21.25,104.6318794,-55.9617229,0.2965,13.100348,J0658.5-5556,                    
1233,PSZ2 G266.54-27.31,93.9844437,-57.7640301,0.972,6.773721,            ,                    
1234,PSZ2 G266.83+25.08,155.9714748,-27.2521779,0.2542,7.367692,J1023.8-2715,                    
1235,PSZ2 G266.84-14.42,116.1972337,-54.1109205,0.074,2.125561,J0745.1-5404,                    
1239,PSZ2 G268.30+28.89,159.5988872,-24.8841872,0.123,2.832914,J1038.4-2454,                    
1240,PSZ2 G268.34-43.64,63.0370295,-57.6623632,0.34,4.39587,            ,                    
1241,PSZ2 G268.51-28.14,92.8241952,-59.5986242,0.46,4.058944,            ,                    
1242,PSZ2 G269.02+22.27,155.9566866,-30.7058123,0.3575,5.083533,            ,                    
1244,PSZ2 G269.03+44.22,168.7246664,-12.2032312,0.1912,4.211417,            ,                    
1245,PSZ2 G269.31-49.87,52.1758904,-55.7203271,0.0853,3.262202,J0328.6-5542,                    
1246,PSZ2 G269.36-47.20,56.4314508,-56.9702503,0.057,1.53431,J0346.1-5702,                    
1248,PSZ2 G269.82-64.35,33.223143,-47.2003796,0.115,2.276113,J0212.8-4707,                    
1250,PSZ2 G270.37+69.42,181.8074153,9.3968777,0.291776,4.545863,            ,RMJ120709.6+092344.2
1252,PSZ2 G270.63-35.67,77.4808518,-61.2875321,0.313,5.343153,            ,                    
1255,PSZ2 G270.93-58.78,38.9468431,-51.3623207,0.278,5.950873,            ,                    
1256,PSZ2 G270.95-31.78,85.5829724,-61.8725763,0.14,2.347187,            ,                    
1259,PSZ2 G271.18-30.95,87.3460428,-62.0727221,0.37,7.373215,            ,                    
1260,PSZ2 G271.28-36.11,76.3919875,-61.7410519,0.25,3.807303,            ,                    
1262,PSZ2 G271.53-56.57,41.3687006,-53.0422417,0.3,6.775245,            ,                    
1264,PSZ2 G271.60-12.50,123.1429928,-57.2417406,0.062,3.506744,J0812.5-5714,                    
1265,PSZ2 G272.08-29.06,91.4869551,-62.7971885,0.097737,2.221938,            ,                    
1266,PSZ2 G272.08-40.16,67.8091836,-61.4069601,0.0589,6.636994,J0431.4-6126,                    
1267,PSZ2 G272.11-11.50,125.1879799,-57.1344065,0.061,2.481668,J0820.9-5704,                    
1268,PSZ2 G272.16+33.47,165.3066141,-22.7289454,0.1416,3.825506,J1101.2-2243,                    
1270,PSZ2 G272.85+48.79,173.3035866,-9.4594227,0.42,5.754681,            ,                    
1271,PSZ2 G272.88+19.14,157.4212321,-35.3258079,0.011054,0.826242,            ,                    
1272,PSZ2 G273.54-30.28,88.8475172,-64.1051756,0.34537,5.63588,            ,                    
1273,PSZ2 G273.59+63.27,180.1091031,3.3484718,0.1339,5.538075,J1200.4+0320,RMJ120025.3+032049.2
1274,PSZ2 G273.69-68.38,27.6650943,-45.2368208,0.32,3.609938,            ,                    
1276,PSZ2 G274.73-32.20,84.303674,-65.0583993,0.2,3.361467,            ,                    
1279,PSZ2 G275.64-49.09,49.2568145,-59.6072484,0.469,4.43216,            ,                    
1281,PSZ2 G276.09-41.53,62.6639143,-63.7411242,0.14,2.878028,            ,                    
1284,PSZ2 G276.75-59.82,34.3293818,-52.7182565,0.3432,4.482963,J0217.2-5244,                    
1285,PSZ2 G277.38+47.07,175.3674941,-12.2989714,0.1195,2.80771,J1141.4-1216,                    
1286,PSZ2 G277.76-51.74,43.5684937,-58.9607584,0.438,9.692608,            ,                    
1289,PSZ2 G278.33-41.53,60.9318838,-65.2420219,0.12,3.360079,            ,                    
1291,PSZ2 G278.58+39.16,172.9855726,-19.9144198,0.3075,8.971329,J1131.9-1955,                    
1298,PSZ2 G279.02+81.24,189.1179938,19.0781662,0.18,3.384779,            ,                    
1299,PSZ2 G279.51-44.85,53.2472317,-64.2313312,0.078558,1.698003,            ,                    
1300,PSZ2 G279.79+39.09,173.8795528,-20.3402876,0.29,6.118639,            ,                    
1301,PSZ2 G280.17+47.83,177.4469087,-12.2965703,0.1557,6.0553,J1149.7-1219,                    
1302,PSZ2 G280.21+14.57,162.2178881,-42.8303477,0.057987,1.779906,            ,                    
1303,PSZ2 G280.23-53.84,38.6821471,-58.4916978,0.415,4.792248,            ,                    
1305,PSZ2 G280.76-52.30,40.2141633,-59.8555038,0.59,4.876684,            ,                    
1307,PSZ2 G281.09-42.51,56.2993631,-66.5014791,0.38,4.476924,            ,                    
1308,PSZ2 G281.26-46.90,47.8487814,-63.9066586,0.284,4.355146,            ,                    
1311,PSZ2 G282.12+54.04,180.7297567,-6.8582914,0.1268,4.654243,J1202.9-0650,                    
1312,PSZ2 G282.14+38.29,175.4051347,-21.7455734,0.327,4.843995,            ,                    
1313,PSZ2 G282.28+49.94,179.5033388,-10.7755488,0.66,7.802004,            ,                    
1315,PSZ2 G282.67+20.83,168.5496031,-38.1837162,0.1306,4.447756,J1114.1-3811,                    
1317,PSZ2 G283.16-22.91,111.7440467,-71.6233657,0.45,6.751481,            ,                    
1318,PSZ2 G283.26+77.37,188.4885352,15.1755687,0.28164,5.282574,            ,                    
1319,PSZ2 G283.91+73.87,187.5549163,11.7963699,0.0852,2.988091,J1229.9+1147,RMJ123012.2+114441.5
1321,PSZ2 G284.41+52.45,181.5622142,-8.788726,0.4414,11.176133,J1206.2-0848,                    
1322,PSZ2 G284.59+70.84,186.8635144,8.8325637,0.0896,2.200535,J1227.4+0849,                    
1323,PSZ2 G284.97-23.69,110.8394546,-73.4393437,0.39,8.392523,            ,                    
1326,PSZ2 G285.52-62.23,26.2623659,-53.0404972,0.1168,3.635552,J0145.0-5300,                    
1327,PSZ2 G285.63-17.23,131.0440104,-71.2022073,0.35,6.64187,            ,                    
1328,PSZ2 G285.63+72.75,187.7146608,10.575836,0.165,5.607035,J1230.7+1033,RMJ123043.3+103443.0
1331,PSZ2 G285.87-74.93,18.6956701,-41.4134351,0.213,4.495955,            ,                    
1333,PSZ2 G286.28-38.36,59.8047279,-72.0971027,0.307,5.940131,            ,                    
1335,PSZ2 G286.39+64.06,185.7032132,2.1157795,0.228986,4.098035,            ,RMJ122241.3+020558.9
1336,PSZ2 G286.62-31.24,82.8402445,-75.193099,0.21,5.683848,            ,                    
1338,PSZ2 G286.68+23.18,173.9995624,-37.2920876,0.3,5.043166,            ,                    
1339,PSZ2 G286.75-37.35,61.9422963,-72.9616493,0.47,6.78544,            ,                    
1340,PSZ2 G286.98+32.90,177.7061476,-28.0854754,0.39,14.692611,            ,                    
1341,PSZ2 G287.00-35.24,68.1016616,-74.1684925,0.43,5.226339,            ,                    
1342,PSZ2 G287.05-23.21,114.5879119,-75.1234047,0.111,2.166549,J0738.1-7506,                    
1343,PSZ2 G287.22+18.13,172.5176543,-42.2433277,0.155,4.442432,J1130.0-4213,                    
1344,PSZ2 G287.25+34.96,178.5733865,-26.1639824,0.349,5.421593,            ,                    
1345,PSZ2 G287.46+81.12,190.3713635,18.5523255,0.073,2.628514,J1241.3+1834,RMJ124109.6+183014.2
1346,PSZ2 G287.54+58.63,184.9069644,-3.2840919,0.305033,4.22616,            ,RMJ121937.2-031834.2
1348,PSZ2 G287.56-28.32,94.2894669,-76.3514305,0.363,4.795627,            ,                    
1349,PSZ2 G287.72+26.46,176.3204124,-34.4427716,0.0697,2.578626,J1145.3-3425,                    
1350,PSZ2 G287.96-32.99,74.8491606,-75.8017877,0.25,6.183183,            ,                    
1352,PSZ2 G288.08-14.81,141.5744604,-71.4852075,0.29,5.197617,            ,                    
1353,PSZ2 G288.15-39.04,55.110497,-72.8592587,0.48,5.874903,            ,                    
1354,PSZ2 G288.27+39.97,180.8254299,-21.524794,0.1992,7.162284,J1203.2-2131,                    
1355,PSZ2 G288.63-37.66,58.0609811,-74.0085625,0.127,6.440878,J0352.4-7401,                    
1357,PSZ2 G289.13+72.19,188.6158211,9.781531,0.229,5.876935,J1234.2+0947,RMJ123424.1+094715.5
1358,PSZ2 G289.16+55.27,185.0116974,-6.756882,0.41,5.373662,            ,                    
1362,PSZ2 G290.19+30.16,179.9528676,-31.4267346,0.0685,2.252392,J1200.0-3124,                    
1366,PSZ2 G291.34-55.31,26.3162913,-60.588034,0.1805,3.686927,J0145.2-6033,                    
1369,PSZ2 G292.40-57.11,23.990687,-59.0931754,0.49,4.787014,            ,                    
1370,PSZ2 G292.56+21.97,180.2999806,-39.8836938,0.3,7.926002,            ,                    
1372,PSZ2 G292.74+33.49,183.1879691,-28.6121085,0.08157,2.066264,            ,                    
1377,PSZ2 G293.12-70.85,17.4679798,-45.9241997,0.0238,1.143805,J0110.0-4555,                    
1379,PSZ2 G293.35+07.33,176.4226246,-54.3099018,0.155,3.884921,J1145.6-5420,                    
1386,PSZ2 G294.36-29.53,83.131866,-82.0847902,0.62,5.843174,            ,                    
1390,PSZ2 G294.68-37.01,45.9910127,-77.9032088,0.2742,6.99343,J0303.7-7752,                    
1391,PSZ2 G294.89-37.19,44.8425596,-77.8628617,0.47,4.82687,            ,                    
1393,PSZ2 G295.19-56.99,21.2058264,-59.6324953,0.217,3.850401,            ,                    
1394,PSZ2 G295.25-21.55,139.7604861,-81.0569652,0.61,8.077119,            ,                    
1396,PSZ2 G295.34+23.34,183.8908345,-38.9929388,0.119,4.230577,J1215.4-3900,                    
1399,PSZ2 G295.63-51.96,23.3587293,-64.5678762,0.333,6.087434,            ,                    
1401,PSZ2 G296.27-52.05,22.412132,-64.5792253,0.3264,5.311265,            ,                    
1402,PSZ2 G296.42-32.49,57.760252,-82.2162176,0.0613,2.46121,J0351.1-8212,                    
1405,PSZ2 G296.91-07.00,175.9080374,-69.0842742,0.31,7.500602,            ,                    
1411,PSZ2 G297.97-67.74,15.7362325,-49.271749,0.87,10.75359,            ,                    
1412,PSZ2 G298.56+13.53,186.3642942,-49.1152893,0.64,8.803801,            ,                    
1413,PSZ2 G299.38-57.32,16.6512041,-59.7005253,0.348114,4.364765,            ,                    
1416,PSZ2 G300.98+14.38,190.018033,-48.4394728,0.152,4.164417,J1240.2-4825,                    
1417,PSZ2 G301.11+60.05,191.9528578,-2.8002916,0.1797,4.417233,J1247.7-0247,RMJ124751.4-024950.0
1419,PSZ2 G302.41+21.60,192.2170252,-41.2652725,0.0114,1.324722,J1248.7-4118,                    
1420,PSZ2 G302.49+21.53,192.3138914,-41.3303492,0.0114,1.265525,J1248.7-4118,                    
1421,PSZ2 G302.85-88.63,12.861472,-28.4978061,0.1125,3.104015,J0051.3-2831,                    
1423,PSZ2 G303.03-68.49,12.8043537,-48.6367094,0.1873,3.214194,J0051.1-4833,                    
1424,PSZ2 G303.54+36.49,193.4107642,-26.3693551,0.221153,4.208759,            ,                    
